A4 Sheet,Acrylic Color,Adapter,Adhesive,Adhesive Kit,Agarbatti Stand,Air Freshener,Air Pump,Air Purifier,Aluminium Foil,Apple Cutter,Apron,Art & Craft Game,Art Kit,Atta Chalan,Baking & Parchment Paper,Ball,Ball Pen,Balloons,Band,Banner,Basket Set,Bath Mug,Bath Towel,Bath Tub,Bathroom Mug,Batten,Battery,Bean Bag Cover,Bean Bag Refill,Beater,Bedside Runner,Beer Glass,Beer Mug,Belan,Bell,Bi-colour Pencils,Binder Clips,Blanket,Blender,Blowpen Kit,Bluetooth Headset,Board,Board Game,Body Patch,Boiler,Book,Bottle,Bottle Opener,Bottle Set,Bowl,Bowl Set,Briefs,Brush Pen,Brushes,Bucket,Bulb,Butter Dish,Cake Decoration Set,Calculator,Camphor / Kapur,Candle,Candle Set,Canister,Canister Set,Car Charger,Car Freshener,Car Polish,Car/Bike Shampoo,Card Game,Carpet,Casserole,Casserole Set,Celebration Kit,Chair Pad,Chakla,Chalk,Charger,Charging Cable,Chipser,Chopper,Chopping Board,Cling Wrap,Clip Set,Cloth Brush,Cloth Clips,Cloth Hanger,Cloth Rope,Cockroach Killer,Cockroach Repellent,Coffee Dripper,Coffee Maker,Coffee Mug,Colander,Colander Basket,Color Kit,Color Pen,Color Set,Color Tubes,Colour Pencils,Colour Set,Combo,Comforter,Compound,Container,Container Set,Cookware Set,Corkscrew,Correction Pen,Cover,Crayons,Cup & Saucer Set,Cup Set,Cushion Cover,Cushion Filler,Cutlery Holder,Cutter Chopper,Cylinder Trolley,Decorative LED Lights,Desktop Calculator,Dessert Bowl Set,Dhoop,Dhoop Cup,Diary,Dicer,Dinner Set,Dish,Disposable Bags,Disposable Bowl,Disposable Food Container,Disposable Fork,Disposable Glass,Disposable Plates,Disposable Spoon,Diya,Diya Baati,Diya Set,Dohar,Door Curtain,Doormat,Double Bedsheet Set,Drainer,Drawers Stand,Drawing Book,Drawing Pen,Drawing Pencils,Dry Iron,Dumbbells,Dustbin,Duster + Marker,Earphones,Edible bowl,Edible spoon,Electric Bat,Electric Chopper,Electric Kettle,Envelope,Eraser,Exam Pad,Extension Cable,Face Tissue,Face Towel Set,Fast Card,File,File Folder,Flash Drive,Flask,Floor Mat,Food Wrapping Paper,Fork Set,Fountain Pen,Fridge Bag,Fridge Basket,Frother,Fruit Basket,Fry Pan,Game,Ganesh Lakshmi Idol,Gangajal,Garbage Bag,Garment Steamer,Gas Lighter,Gas Stove,Gel Crayons,Gel Pen,Geometry Box,Ghee Pot,Gift Set,Gift Wrapping Paper,Glass,Glass Set,Glass lunch Box,Glitter Glue,Glitter Pen,Glue,Glue Drops,Glue Stick,Grater,Greeting Card,Grocery Bag,Gym Bag,Hand Blender,Hand Gloves,Hand Towel,Handi,Handkerchiefs,Hawan Samagri,Highlighter,Hooks,Ice Bucket,Ice Tong,Ice Tray,Ice Tray Set,Ice cream Scoop,Idli Cooker,Idli Stand,Immersion Rod,Incense Sticks / Agarbatti,Induction Cooktop,Insect Killer,Insulation Tape,Jar,Jar Candle,Jar Set,Journal,Jug,Juice Glass Set,Juicer,Kadai,Kettle,Kids Chair,Kids Study Table,Kit,Kitchen Basket,Kitchen Cloth,Kitchen Gloves,Kitchen Rack,Kitchen Scissors,Kitchen Set,Kitchen Tool Set,Kitchen Towel,Kitchen Towel Roll,Kitchen Trolley,Knife,Knife Set,Kumkum,LED Bulb,Ladle,Laptop Bag,Laptop Bed Table,Laptop Stand,Laundry Bag,Laundry Basket,Lemon Squeezer,Lifter,Lighter & Knife Set,Liners,Lint Roller,Lizard Repellent,Lock,Long Notebook,Lunch Bag,Lunch Box,Marker Set,Masala Box,Mask Chain,Mat,Matchbox,Mattress Protector,Mechanical Pencil,MicroSD Card,Microwave Bowl Set,Milk Mug,Mixer Grinder,Mixing Bowl,Mobile Holder,Modelling Clay Set,Modelling Dough,Moli Roll,Mortar & Pestle,Mosquito Bat,Mosquito Coil,Mosquito Killer,Mosquito Killer Machine,Mosquito Repellant Incense Sticks,Mosquito Repellent,Mosquito Repellent Cream,Mosquito Repellent Gel,Mosquito Repellent Patch,Mosquito Repellent Roll On,Mosquito Repellent Spray,Mould,Mould Set,Muffin Tray,Mug,Mug Set,Multi Utility Basket,Multipurpose Paper,Naphthalene Balls,Napkin Holder,Napkins,Net Cover,Notebook,Notebook Set,Notepad,Notes,Oil,Oil Dispenser,Oil Pastels,Okhli,Organizer,Page Markers,Paint Brush,Paint Colors,Painting Kit,Pan,Papad Jali,Paper Clips,Paper Cutter,Paper Gift Bag,Peeler,Peeler & Grater,Peg Measurer,Pen,Pen Holder,Pen Set,Pen Stand,Pencil,Pencil Box,Pencil Pouch,Pencils,Pens,Permanent Marker,Pickle Set,Pillow,Pizza Cutter,Plain Bucket,Planner,Plastic Crayons,Plate,Plate Set,Plate Stand,Playing Cards,Pocket Tissue,Poker Chips,Pooja Bell,Pooja Cloth,Pooja Kit,Pooja Oil,Poppers,Poster Color,Pot,Potato Masher,Power Bank,Prayer Mat,Pressure Cooker,Printed Bucket,Protective Set,Pudding Set,Pump,Punch,Punch Machine,Push Pins,Racket,Rat killer cake,Rechargeable Batteries,Refill,Repellent,Ribbon,Ribbon Roll,Rice Cleaner / Sieve,Rice Light,Roller Ball Pen,Roller Pen,Room Freshener,Room Heater,Rope,Roti Cover,Ruffpad,Salt & Pepper Shaker,Sandwich Maker,Sauce Pan,Scale,School Bag,Scientific Calculator,Scissors,Scoop,Screw Driver Kit,Scrub Pad,Sealant,Serving Bowl,Set,Sewing Kit,Shaker,Sharpener,Shoe Fix,Shoe Rack,Shot Glass,Silicone Brush,Silver Coin,Single Bedsheet Set,Sink Drainer,Sipper,Sketch Book,Sketch Pens,Skimmer Set,Slicer & Grater,Snack Set,Soap Case,Soap Case with Lid,Socks,Sofa Cover,Soft Toy,Soft Toy Cushion,Soup Set,Spatula,Spice Box,Spoon,Spoon Set,Spray,Squeezer,Stamp Pad,Stapler,Stapler Pin,Stationery Kit,Stationery Set,Steam Iron,Steamer,Sticky Notes,Stool,Strainer,Straw,Straws,Strips,Table Cover,Table Fan,Tadka Pan,Tape,Tawa,Tea Light Candles,Tea Spoon Set,Tennis Ball,Thermal Set,Thermowagon,Tissue,Toilet Roll,Tong/Pakad,Tool Kit,Toothpick,Tope,Tope Set,Torch,Travel Mug,Tray,Tray Set,Tumbler Set,Turner,Type C Cable,USB Cable,USB Charger,USB-A Cable,Umbrella,Utensil Basket,Vaccum Flask,Varnish,Vegetable Chopper,Wall Decor,Water Bottle,Water Camper,Water Color Cakes,Water Color Pencils,Water Color Tube,Wax Crayons,Weight Bands,Whisk,Whisky Glass Set,Wine Server,Wireless Mouse,Yoga Mat,Yoghurt Maker,Zip Lock Bag
0,0,0,1,1,0,6,0,0,7,0,0,0,0,0,1,0,2,0,2,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,4,1,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,7,0,7,0,0,2,0,0,0,0,0,3,0,0,0,1,0,1,4,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,3,0,3,0,0,0,9,0,3,2,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,8,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,1,4
0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,11,9,0,9,0,0,5,0,0,0,0,0,0,0,20,4,1,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,0,1,3,0,0,0,1,0,0,0,0,84,0,13,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,3,3,2,5,4,0,0,0,0,0,1,0,0,0,79,0,0,0,0,0,1,0,0,1,1,0,0,3,6,1,0,5,0,0,0,4,0,0,0,2,0,1,0,0,0,0,0,27,0,0,7,0,0,0,0,43,17,0,2,46,0,0,0,0,1,17,13,22,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,10,71,0,0,0,1,3,1,0,3,0,1,0,0,1,0,0,0,0,0,0,20,0,0,8,0,25,0,3,0,0,1,6,0,0,2,2,0,0,0,1,0,3,0,2,0,0,0,0,0,5,12,2,0,6,0,0,0,0,0,0,0,21,0,0,0,12,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0,0,0,1,0,0,0,9,1,0,0,0,0,1,0,0,0,4,3,2,18,0,0,22,0,0,3,0,2,0,0,0,13,0,1,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,15,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,15,3,0,56,0,0,109,1,0,0,0,0,0,0,11,1,2,0,0,1,0,0,0,0,34,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,3,1,0,1,0,0,0,4,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,91,3,5,4,0,9,24,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,5,0,0,1,0,0,2,0,1,0,0,0,46,1,0,0,0,0,0,2,15,5,10,13,5,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,44,0,0,0,0,0,0,0,22,1,0,3,0,0,0,0,0,0,0,154,0,8,0,0,4,0,0,0,4,0,2,1,0,0,10,7,12,1,1,0,0,0,0,0,0,0,2,0,4,0,1,1,1,0,0,0,0,43,0,1,4,0,1,2,0,0,0,2,0,0,0,0,0,0,8,5,0,3,0,0,6,95,0,3,2,0,3,3,0,0,0,1,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,1,0,0,0,1,23,11,3,22,2,1,1,2,1,6,1,0,1,0,2,9,12,1,143,0,9,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,2,0,0,0,3,4,0,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,1,0,0,0,0,25,0,0,0,0,0,0,1,0,0,0,6,0,1,2,0,0,0,3,0,1,0,0,0,2,0,0,4,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,10,1,1,1,1,2,0,2,0,0,3,0,12,6,0,0,0,0,0,14,0,0,0,0,0,0,7,65,1,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,3,0,1,0,0,1,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,13,164,26,0,190,0,0,59,2,1,0,20,0,11,0,0,4,14,8,0,13,2,0,3,0,168,0,0,0,0,0,1,0,0,0,5,5,5,0,0,0,14,0,2,0,5,5,9,0,2,0,0,0,19,0,0,0,1,21,10,0,0,1,3,14,0,0,2,1,1,1,3,0,0,0,8,17,0,1,2,8,13,22,27,17,15,37,1,0,0,4,2,0,0,0,32,0,36,0,1,0,4,1,4,0,0,48,7,0,0,6,0,0,8,0,1,4,4,0,77,3,0,1,0,0,1,7,7,7,19,18,8,0,17,0,0,0,1,3,0,0,115,0,0,0,0,7,24,1,0,1,8,0,0,52,39,4,13,106,0,0,1,15,0,4,0,8,4,39,4,0,0,0,0,7,0,1,144,0,37,0,0,1405,82,0,6,27,0,6,9,0,3,126,72,210,6,4,2,0,0,0,1,0,17,3,81,31,1,0,5,1,0,0,1,0,93,0,2,24,0,3,1,0,1,0,9,0,1,0,0,0,0,21,3,0,15,0,2,17,61,0,20,3,1,19,1,3,0,0,5,8,0,0,3,0,1,0,4,517,14,0,66,1,2,1,56,0,0,0,0,18,0,0,0,7,18,0,0,0,9,42,36,6,75,9,2,0,10,4,1,0,0,4,1,13,187,27,1,139,0,2546,0,73,0,2,0,3,0,0,81,2,0,0,0,3,6,16,0,10,0,1,10,0,0,58,367,1,1,45,0,0,0,0,0,1,0,15,0,3,0,14,3,1,0,0,0,20,5,6,0,1,0,0,0,0,0,0,3,11,0,0,1,3,0,31,1,0,11,0,1,0,0,118,0,7,1,1,0,0,0,17,0,2,39,0,3,5,2,0,0,4,0,3,5,0,0,0,3,0,8,0,0,53,0,0,0,16,0,18,0,3,1,0,2,0,1,5,3,7,2,98,60,1,96,1,0,285,2,18,13,0,8,0,0,0,135,0,3,0,3,0,0,1,65,7,4,17,0,0,0,1,0,1,0,1,1,1,0,0,15,0,0,0,4,3,9,0,0,0,0,17,0,4,0,2,0,4,0,14
0,0,1,5,0,0,3,0,0,6,0,0,0,4,0,1,0,4,0,5,257,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,1,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,4,0,0,0,0,0,0,2,0,6,12,23,7,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,3,21,0,1,1,0,0,0,8,0,0,1,0,0,0,0,0,0,1,1,2,3,1,0,0,0,0,0,1,0,3,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,12,0,4,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,89,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,2,0,0,40,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,1,0,6,0,0,4,0,2,7,0,2,0,0,0,53,0,14,0,1,0,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,2,16,0,0,60,0,0,23,2,0,0,1,0,2,0,14,5,0,1,0,5,1,2,1,0,48,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,5,4,1,1,0,0,0,7,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,1,3,0,0,0,1,3,0,1,1,5,35,5,19,9,15,10,0,0,0,2,2,0,0,0,3,0,1,0,0,0,0,1,8,0,0,1,1,0,0,3,0,0,2,0,3,4,0,0,21,0,0,0,1,0,1,2,5,4,3,3,11,0,1,0,0,0,1,0,0,0,8,0,0,0,0,1,2,0,0,0,1,0,0,5,3,0,4,24,0,0,0,1,0,0,0,4,1,0,3,0,0,0,0,0,1,0,89,0,11,0,0,14,0,0,2,8,0,2,0,0,1,9,3,13,2,1,0,0,0,2,1,0,0,1,1,8,0,0,5,0,0,0,0,0,32,0,0,7,0,2,1,0,1,0,2,0,0,0,0,0,1,10,6,0,7,0,0,11,28,0,14,4,0,3,1,0,0,0,2,7,0,0,0,0,1,0,0,1,3,0,1,1,1,1,22,0,0,0,0,5,0,1,0,1,2,0,0,0,1,12,12,2,11,3,0,0,0,1,0,0,0,0,0,8,4,10,3,54,0,18,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,2,0,8,0,0,0,0,0,4,6,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,10,0,0,0,3,0,0,1,0,0,0,4,0,0,0,0,0,0,3,3,0,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,6,0,3,6,2,0,0,1,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,10,1,1,0,0,1,0,0,0,2,5,3,1,0,10,7,1,2,0,0,3,1,15,5,0,0,0,0,0,23,0,1,0,0,0,0,2,32,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,1,0,1,0,2,0,20
0,0,0,5,0,0,9,0,0,2,0,0,0,0,0,0,0,8,257,1,0,0,1,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,7,0,0,0,0,0,0,5,1,3,7,26,14,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13,0,1,0,0,7,0,0,2,25,0,1,1,0,0,3,7,1,0,5,1,0,0,0,0,0,1,0,2,3,1,1,0,0,0,0,0,0,4,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,3,1,0,0,0,0,0,1,0,0,0,0,1,1,1,20,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,2,144,0,0,1,0,0,0,0,0,0,140,0,0,0,0,0,0,1,0,0,37,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,1,2,2,0,2,0,0,0,53,0,18,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,2
